CatalogNumber,date,svl,tail,notes,ZSWAB,logZE,BdStatus,InstitutionCode,YearCollected,decade,MonthCollected,DayCollected,County,Locality,Latitude,Longitude
222523,2/13/15,2.4,1.7,KC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
222522,2/18/15,2.47,1.42,KC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
222524,2/18/15,2.68,1.92,MC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
222526,2/18/15,3.42,2.93,MC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
222527,2/18/15,4.08,2.84,MC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
222528,2/18/15,4.5,3.43,KC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Old School Rd., 0.3 mi N Hwy. 128, Philo",39.063585,-123.4355839
222525,2/13/15,5.11,3.87,KC,0,0,0,MVZ,1990,1990,2,12,Mendocino County,"Indian Creek Rd., 0.4 mi N Hwy. 128, Philo",39.0645144,-123.4312684
217479,3/11/15,5.46,4.47,ZS,0,0,0,MVZ,1990,1990,4,7,Mendocino County,"\Drive-Thru-Tree\""\"", ca. 0.5 mi S Leggett on Hwy. 101\""",39.8585515,-123.7181141
219986,2/9/15,7.09,6.56,MC,0,0,0,MVZ,1991,1990,2,2,Sonoma County,"Santa Rosa Junior College Farm, 0.5 km N Eastside Rd. and N junction with Trenton-Healdsburg Rd.",38.5038281,-122.8732536
219982,3/18/15,3.1,2.43,MC,0,0,0,MVZ,1991,1990,3,1,Calaveras County,"Avery Sheep Ranch Rd., 0.2 mi from junction with Valley View Rd.",38.2246148,-120.4097792
219988,2/9/15,4.54,3.77,MC,0,0,0,MVZ,1991,1990,3,5,Sonoma County,"Santa Rosa, Montgomery Drive, 100 yds W Summerfield Rd.",38.4544204,-122.671255
220526,2/13/15,2.55,1.8,KC,15.84,1.23,1,MVZ,1991,1990,3,10,Mendocino County,Philo,39.065654,-123.4395451
219984,3/11/15,2.59,1.69,MC,0,0,0,MVZ,1991,1990,12,20,Santa Clara County,"Los Gatos, Phillips Rd., 0.25 mi S Vista Lorna Drive",37.2175609,-121.9604924
219983,3/11/15,2.92,2.29,MC,0,0,0,MVZ,1991,1990,12,20,Santa Clara County,"Los Gatos, Phillips Rd., 0.25 mi S Vista Lorna Drive",37.2175609,-121.9604924
239683,3/11/15,5.63,4.87,MC,0,0,0,MVZ,1992,1990,1,15,Santa Barbara County,"Along Dominion and Cat Canyon Roads, W of Sisquoc, Santa Barbara County, California",34.85774,-120.34689
219980,3/18/15,7.55,6.92,"MC, head crushed, pillbug in stomach",0,0,0,MVZ,1992,1990,2,20,Alameda County,Castro Valley,37.69653,-122.07328
183317,5/29/15,4.16,2.63,,0,0,0,CAS,1992,1990,4,12,Contra Costa Co.,,37.929181,-122.430876
183316,5/29/15,6.13,5.28,substitute,6.104,0.85,1,CAS,1992,1990,4,12,Contra Costa Co.,,37.929181,-122.430876
183318,5/29/15,6.21,5.33,,0,0,0,CAS,1992,1990,4,12,Contra Costa Co.,,37.929181,-122.430876
190597,5/28/15,6.59,6.08,,0,0,0,CAS,1992,1990,11,1,Mendocino Co.,"SE end of Willams Valley, 28201 Mendocino Pass Rd, T23N R12W Sec 22 (SE quarter of SE quarter), 39 49 53.52 N, 123 10 36.15 W",39.83153333,-123.1767083
225571,11/21/14,7.87,5.75,,0,0,0,MVZ,1993,1990,2,23,Monterey County,"Anastasia Canyon on Carmel Valley Rd. [=G-16], 1.7 mi SE junction Martin Rd.",36.353671,-121.543382
220875,2/9/15,2.15,1.71,,7,0.9,1,MVZ,1993,1990,2,25,Monterey County,"Anastasia Canyon, S Carmel Valley Rd.",36.353671,-121.543382
220874,2/9/15,2.77,2.42,SL,0,0,0,MVZ,1993,1990,2,25,Monterey County,"Anastasia Canyon, S Carmel Valley Rd.",36.353671,-121.543382
242956,1/23/15,3.27,1.76,feet curled,0,0,0,MVZ,1993,1990,2,25,Monterey County,Anastasia Canyon,36.343918,-121.5627549
222665,11/21/14,6.41,5.7,,0.816,0.26,1,MVZ,1993,1990,2,25,Monterey County,"1.7 mi SE junction Martin Rd., Carmel Valley Rd., Anastasia Canyon",36.350358,-121.545292
222666,11/21/14,8.22,7.8,,0,0,0,MVZ,1993,1990,2,25,Monterey County,"1.7 mi SE junction Martin Rd., Carmel Valley Rd., Anastasia Canyon",36.350358,-121.545292
220867,2/9/15,7.44,7.1,"MC, has spots, possible eggs",2.304,0.52,1,,1993,1990,2,25,Sonoma Co.,,38.2917617,-122.6489044
224318,3/18/15,7.54,6.14,ZS,0,0,0,MVZ,1993,1990,3,23,Alameda County,"Euclid Ave. just N junction Marin Ave., Berkeley",37.8953452,-122.2638479
224321,2/27/15,2.07,1.39,KC,0,0,0,MVZ,1993,1990,12,1,Marin County,"311 Oak Ave., San Anselmo",37.972249,-122.5718309
224322,2/27/15,2.15,1.18,KC skin sloughing ,0,0,0,MVZ,1993,1990,12,1,Marin County,"311 Oak Ave., San Anselmo",37.972249,-122.5718309
195433,5/28/15,2.28,1.49,,0,0,0,CAS,1994,1990,2,6,Santa Cruz Co.,"China Grade, ca 2 mi NW of Hwy 9, T8S, R3W, Sec 29 (NW quarter)",37.21315,-122.2216889
195432,5/29/15,2.44,1.76,substitute,0,0,0,CAS,1994,1990,2,6,Santa Cruz Co.,"China Grade, ca 2 mi NW of Hwy 9, T8S, R3W, Sec 29 (NW quarter)",37.21315,-122.2216889
197438,5/28/15,2.15,0.43,tail broken,0,0,0,CAS,1994,1990,2,23,San Mateo Co.,"Portola Valley, vacant lot just W of 137 Pinon Dr",37.39393333,-122.2198333
200984,5/29/15,5.07,4.66,,32.32,1.52,1,CAS,1995,1990,2,11,Orange Co.,"Shady Canyon, near Sand Canyon Reservoir",33.64027778,-117.7944444
200985,5/27/15,5.57,4.98,,0,0,0,CAS,1995,1990,2,11,Orange Co.,"Shady Canyon, near Sand Canyon Reservoir",33.64027778,-117.7944444
222667,3/18/15,3.48,2.28,KC,0,0,0,MVZ,1995,1990,4,6,San Diego County,"Upper Cedar Canyon, San Ysidro Mts.",32.62,-116.82
200362,5/28/15,5.58,5.3,,0,0,0,CAS,1996,1990,1,1,San Francisco Co.,"San Francisco, ca 80 m S of intersection of Ortega St and 14th Ave, 15 m E of 14th Ave",37.75486667,-122.47105
203220,5/29/15,7.7,6.92,,0,0,0,CAS,1996,1990,2,16,Santa Clara Co.,"Tradition Golf Course site, 0.7 mi SE of jct of Bailey Ave and McKean Rd",37.17694444,-121.7501083
216719,5/27/15,6.86,6.6,,79598.4,4.9,1,CAS,1996,1990,11,6,Orange Co.,"Mission Viejo, Arroyo Trabuco, ca 50 m S of Oso Parkway, 33 35 28 N, 117 38 06 W",33.59111111,-117.635
201805,5/27/15,6.06,5.23,,0,0,0,CAS,1996,1990,11,16,San Mateo Co.,"Verde Rd, 1.0 mi N (by rd) of Lobitos Creek Rd",37.39551668,-122.4091167
201806,5/27/15,6.68,6.27,,0,0,0,CAS,1996,1990,11,16,San Mateo Co.,"Verde Rd, 0.8 mi N (by rd) of Lobitos Creek Rd",37.39291668,-122.40765
244014,5/28/15,7.06,6.67,,0,0,0,CAS,1996,1990,12,30,Mariposa Co.,"Stanislaus National Forest, near Dudley Hill, T2S R17E S17 (SE1/4 of SE 1/4)",37.75870833,-120.1165972
216720,5/28/15,2.89,2.36,,0,0,0,CAS,1997,1990,1,17,San Diego Co.,"Sorrento Valley, ca 100 m N of junction of Estuary Way and Roselle Street, 32 54 26 N, 117 13 54 W",32.90722222,-117.2316667
203221,5/28/15,3.08,2.47,,0,0,0,CAS,1997,1990,1,21,Santa Clara Co.,"Tradition Golf Course site, 0.8 mi SE of jct of Bailey Ave and McKean Rd",37.17528611,-121.7491611
226664,7/7/15,3.64,2.58,MC,0,0,0,MVZ,1997,1990,2,4,Los Angeles County,"Alpine Canyon, 50 m S creek, E Hwy. 39, San Gabriel Mts.",34.2945703,-117.8189187
226665,7/7/15,2.97,1.72,MC,0,0,0,MVZ,1997,1990,2,14,Los Angeles County,"Evey Canyon, ca. 1 km W Baldy Road",34.1716966,-117.6931621
204211,5/28/15,6.43,6,,0,0,0,CAS,1997,1990,12,31,San Mateo Co.,"San Francisco Watershed, NE end of Lower Crystal Springs Reservoir, along dry Creek, ca 50 m W of County Park storage area, 37 33 21.672 N, 122 23 36.924 W",37.55602,-122.39359
235945,2/9/15,5.22,4.85,MC,0,0,0,MVZ,1998,1990,1,24,Sonoma County,"Barnett Valley Rd, 1 mi E Burnside Rd, Sonoma County, California",38.3665,-122.89199
235949,2/9/15,8.03,8.49,MC,0,0,0,MVZ,1998,1990,1,24,Sonoma County,"E end Appleblossom - Hurlbut Rd, N Sebastapol, Sonoma County, California 38 25' 17\ N 122 50' 6\""\"" W\""",38.4213889,-122.835
204264,5/29/15,5.33,3.39,substitute,0,0,0,CAS,1998,1990,1,25,San Mateo Co.,"Daly City, NW base of San Bruno Mtn, immediately S of the mouth of Guadalupe Canyon, ca 200 m NE of the intersection of East Market St and Orange St, next to George's Welding and Engineering Inc.",37.69283056,-122.4554333
204263,5/29/15,5.35,4.37,,0,0,0,CAS,1998,1990,1,25,San Mateo Co.,"Daly City, NW base of San Bruno Mtn, immediately S of the mouth of Guadalupe Canyon, ca 200 m NE of the intersection of East Market St and Orange St, next to George's Welding and Engineering Inc.",37.69283056,-122.4554333
204262,5/29/15,7.91,6.9,substitute,0,0,0,CAS,1998,1990,1,25,San Mateo Co.,"Daly City, NW base of San Bruno Mtn, immediately S of the mouth of Guadalupe Canyon, ca 200 m NE of the intersection of East Market St and Orange St, next to George's Welding and Engineering Inc.",37.69283056,-122.4554333
204282,5/28/15,7.72,6.88,,0,0,0,CAS,1998,1990,2,18,San Mateo Co.,"San Francisco Watershed, along Cahill Ridge Rd, ca 0.32 mi S of jct with Pilarcitos Rd and 55 yds E towards San Mateo Creek, 37 33 13.8 N, 122 25 4.87 W",37.55383333,-122.4180194
214883,5/28/15,5.59,5.17,,190.4,2.28,1,CAS,1998,1990,7,9,Monterey Co.,"12 mi SE of Carmel Valley off Hwy G16, Hastings University of California Biological Preserve",36.37191111,-121.5596889
207431,5/29/15,4.26,4.8,substitute,9.68,1.03,1,CAS,1998,1990,11,27,San Mateo Co.,"Skyline Blvd, 0.45 mi S (by rd) of Golf Course Dr",37.54013333,-122.3684333
208094,5/29/15,3,2.31,substitute,0,0,0,CAS,1999,1990,1,1,Contra Costa Co.,"Pittsburg, S of Kirker Pass Rd, 37 59 13.2 N, 121 53 56.4 W",37.987,-121.899
208096,5/28/15,7.05,5.36,,0,0,0,CAS,1999,1990,1,1,Contra Costa Co.,"Pittsburg, S of Kirker Pass Rd, 37 59 13.2 N, 121 53 56.4 W",37.987,-121.899
235944,3/6/15,5.22,4.18,KC,0,0,0,MVZ,1999,1990,2,13,San Luis Obispo County,"3.5 mi SE Pozo on San Jose Rd, San Luis Obispo Co., California 35 16.6' N 120 18.5' W 1600ft",35.2766667,-120.3083333
208500,5/29/15,5.56,5.13,substitute,176.8,2.25,1,CAS,1999,1990,2,24,San Mateo Co.,"San Bruno Mtn, Guadalupe Canyon Parkway, 0.4 mi N (by rd) of Mission Blue Dr, 10 m S of road",37.69761667,-122.4140667
208499,5/28/15,6.97,6.45,speckles,17.76,1.27,1,CAS,1999,1990,2,24,San Mateo Co.,"San Bruno Mtn, Guadalupe Canyon Parkway, 0.4 mi N (by rd) of Mission Blue Dr, 10 m S of road",37.69761667,-122.4140667
208664,5/27/15,6.29,5.9,,0,0,0,CAS,1999,1990,3,28,Santa Cruz Co.,"China Grade Rd, 1.9 mi N (by rd) of State Route 236, immediately E of road, 37 12 51.7 N, 122 13 06.0 W",37.21436111,-122.2183333
235947,3/2/15,5.75,4.24,SL,0,0,0,MVZ,1999,1990,4,13,Mariposa County,"Converse Rd. (2519) just above junction with Dexter Rd, Mariposa Co., California 37 45' 43\ N 120 8' 36\""\"" W\""",37.7619444,-120.1433333
235946,3/2/15,6.59,5.69,JE broken tail,0,0,0,MVZ,1999,1990,4,18,Mariposa County,"Converse Rd. (2519), Just above intersection Dexter - Fiske Rds, Mariposa Co., California 37 45' 49\ N 120 8' 36\""\"" W 3250ft\""",37.7636111,-120.1433333
211673,5/28/15,4.13,0.96,tail broken,0,0,0,CAS,2000,2000,2,10,Santa Clara Co.,"San Jose, pond 100 m S of Silver Creek, between Hwy 101 and Silver Creek Rd, 37 17 43.59 N, 121 48 10.59 W",37.29544167,-121.8029417
238585,5/27/15,8.16,7.4,,0,0,0,CAS,2000,2000,2,16,Santa Clara Co.,"near Laguna Seco Creek (Fisher Creek), 0.1 mi W of Montery Rd (Hwy 82) bridge, 0.5 mi NW of Coyote",37.22142222,-121.7478944
238599,5/28/15,7.66,4.93,,0,0,0,CAS,2000,2000,2,26,Santa Clara Co.,"just S of Bailey Ave, 0.95 mi W of Santa Teresa Blvd junction",37.18821944,-121.7428167
237486,2/9/15,2.76,1.72,"MC, bony",0,0,0,MVZ,2000,2000,3,3,Sonoma County,"Sonoma Mtn Rd., 0.5 mi W of Enterprise Rd., S of Santa Rosa, Sonoma County, CA",38.36534,-122.56822
230722,3/18/15,4.01,2.67,KC missing toe on r foot,0,0,0,MVZ,2000,2000,3,21,San Diego County,"San Clemente Canyon W. Clairmont Mesa Rd., San Diego 32 50.4'N 117 13.1'W",32.84,-117.2183333
218631,5/28/15,4.94,4.3,,26501.6,4.42,1,CAS,2001,2000,1,23,San Mateo Co.,"Alpine Rd, 2.1 mi S (by rd) of Portola Rd",37.35409167,-122.2118056
218610,5/27/15,8.23,7.61,,0,0,0,CAS,2001,2000,1,23,Santa Clara Co.,"San Jose, Bailey Rd, 1.2 mi SE (by rd) of Orchard, 0.5 mi SE bearing 311 degrees from Bailey Rd, 37 11 09 N, 121 44 54 W",37.18583333,-121.7483333
232832,3/11/15,8.12,7.52,ZS,0,0,0,MVZ,2001,2000,10,14,Alameda County,"California: Alameda County, Oakland, 112 Hamilton Place (back yard) 37.8159N, 122.2598W- Topozone.com, 1:25K, Oakland West Quad, 7.5 minute, 1993.",37.8159,-122.2598
238552,3/11/15,4.7,4.18,MC,0,0,0,MVZ,2001,2000,11,10,Santa Cruz County,"Graham Hill Rd., Santa Cruz County, CA, 37 deg. 2'35.6\N, 122 deg. 2'56.7\""\""W\""",37.04322,-122.04908
234620,3/6/15,8.33,6.79,KC mold on the tip of the tail,0,0,0,MVZ,2002,2000,2,24,San Luis Obispo County,"San Simeon Creek Rd (2222) over bridge where rd veers (L) over creek, San Luis Obispo Co., California 35 46.3' N 121 05.406' W",35.7716667,-121.0901
225322,5/29/15,6.4,5.95,,0,0,0,CAS,2002,2000,3,20,San Mateo Co.,"Brisbane, NE flank of San Bruno Mtn, Guadalupe Canyon Parkway, 0.1 mi N (by rd) of Mission Blue Drive, 35 ft E (downslope) of rd",37.69666667,-122.4088889
225321,5/29/15,7.09,6.56,,0,0,0,CAS,2002,2000,3,20,San Mateo Co.,"Brisbane, NE flank of San Bruno Mtn, Guadalupe Canyon Parkway, 0.1 mi N (by rd) of Mission Blue Drive, 35 ft E (downslope) of rd",37.69666667,-122.4088889
225320,5/29/15,8.11,7.53,,0,0,0,CAS,2002,2000,3,20,San Mateo Co.,"Brisbane, NE flank of San Bruno Mtn, Guadalupe Canyon Parkway, 0.1 mi N (by rd) of Mission Blue Drive, 35 ft E (downslope) of rd",37.69666667,-122.4088889
234589,5/27/15,3.13,2.45,,0,0,0,CAS,2002,2000,5,19,Alameda Co.,"Oakland, 437 36th Street near Mosswood Park, 37 49 26.60 N, 122 15 42.06 W",37.82405556,-122.2616833
241478,3/11/15,6.93,6.05,ZS,0,0,0,MVZ,2002,2000,5,29,Alameda County,"1433 Liberty Street, El Cerrito, 94530",37.9190778,-122.3096921
225286,5/27/15,5.73,5.5,,228.8,2.36,1,CAS,2003,2000,1,9,San Mateo Co.,Lobitos Creek Cutoff Rd at jct with Verde Rd,37.3825,-122.4002778
238557,11/21/14,1.78,3.05,,0,0,0,MVZ,2003,2000,3,7,Monterey County,"grove of coastal live oak along Robertson Creek, Hastings Natural History Reserve, elev. 1510 ft., 36.37537 deg. N, 121.55740 deg. W, error =26 ft.",36.37537,-121.5574
228216,5/29/15,5.73,5.17,,0,0,0,CAS,2003,2000,4,20,Santa Clara Co.,"Saratoga, backyard of 20015 Bella Vista, 37 15 16.8 N, 122 01 16.7 W",37.25466667,-122.0213056
228215,5/29/15,8.11,6.81,,0,0,0,CAS,2003,2000,4,20,Santa Clara Co.,"Saratoga, backyard of 20015 Bella Vista, 37 15 16.8 N, 122 01 16.7 W",37.25466667,-122.0213056
228062,5/28/15,6.08,5.38,,0,0,0,CAS,2003,2000,11,8,San Mateo Co.,"Cloverdale Rd, vicinity of Pescadero High School",37.24722222,-122.3677778
228063,5/28/15,6.27,5.59,,0,0,0,CAS,2003,2000,11,8,San Mateo Co.,"Cloverdale Rd, vicinity of Pescadero High School",37.24722222,-122.3677778
228086,5/28/15,4.32,2.56,tail broken,0,0,0,CAS,2003,2000,11,30,San Mateo Co.,"Gazos Rd, 0.1 mi NE (by rd) of Hwy 1",37.16684167,-122.3603778
228087,5/28/15,5.83,5.9,,0,0,0,CAS,2003,2000,11,30,San Mateo Co.,"Gazos Rd, 0.1 mi NE (by rd) of Hwy 1",37.16684167,-122.3603778
243262,3/2/15,4.3,3.63,JE white spot on belly,0,0,0,MVZ,2003,2000,12,6,Mariposa County,"CA; Mariposa Co., 0.6 mi W Darrah, Triangle Rd. off HWY 140",37.51627,-119.84603
238980,5/28/15,9.45,6.47,,0,0,0,CAS,2003,2000,12,7,Sonoma Co.,"Rohnert Park, 0.23 mi N of Valley House Drive and 0.31 mi W of Petaluma Hills Rd, 38 19 29.8 N, 122 40 20.5 W",38.32494444,-122.6723611
243266,3/2/15,6.38,3.41,SL Skin is decomposing,0,0,0,MVZ,2004,2000,3,12,Mariposa County,"CA; Mariposa Co., HWY 140, 1.9 mi. W of S. Fork of Merced River + HWY 140 (by road), ~7 mi. W. of El Portal",37.66959,-119.90356
243264,3/2/15,4.88,3.28,JE,0,0,0,MVZ,2004,2000,3,13,Mariposa County,"CA; Mariposa Co., HWY 140, 1 mi. W. of Merced River",37.66379,-119.81247
243263,3/2/15,6.95,6.75,JE,0,0,0,MVZ,2004,2000,3,13,Mariposa County,"CA; Mariposa Co., Feliciana Mtn., ~3.1mi. by road on 4512 from HWY 140",37.592,-119.92004
229959,5/28/15,5.9,4.94,speckles,0,0,0,CAS,2004,2000,8,,San Francisco Co.,"San Francisco, 1762 10th Avenue, 37 45 18.78 N, 122 27 55.29 W",37.75521667,-122.4653583
249830,2/27/15,8.27,6.14,KC,22.32,1.37,1,MVZ,2005,2000,4,8,Mariposa County,"CA; Mariposa Co., HWY 140, ~3.3 mi. E. (by road) of the south fork of the Merced River.",37.6667837,-119.8396507
249828,3/2/15,5.79,5.49,JE skin peeling from tail,0,0,0,MVZ,2005,2000,4,10,Mariposa County,"CA; Mariposa Co., Yosemilte N.P., Yosemite Valley, ~2 mi E. of Arch Rock entrance station by road, S. side of road",37.70198,-119.72225
235950,5/27/15,2.61,2.14,,0,0,0,CAS,2005,2000,5,14,Sonoma Co.,"Coast Ranges, ca 7 mi E of Bridge Haven via Willow Creek Rd, 38 25 14.4 N, 123 2 24.6 W",38.42066667,-123.0401667
236148,5/27/15,3.53,2.07,,0,0,0,CAS,2005,2000,5,17,Sonoma Co.,"ca 1 mi SE of Ledson Marsh, 200 m S of Annadel State Park boundary, unnamed tributary to Yulupa Creek, 38 23 52.0 N, 122 35 27.1 W",38.39777778,-122.5908611
250249,3/18/15,6.47,6.05,MC,0,0,0,MVZ,2005,2000,11,9,Alameda County,"1513 Walnut Street, Berkeley, Alameda County, California",37.8800745,-122.2670848
233805,5/28/15,5.72,5.63,,0,0,0,CAS,2006,2000,1,18,San Francisco Co.,"San Francisco, Presidio of San Francisco, above Infantry Terrace, 37 47 45.930 N, 122 27 49.321 W",37.79609167,-122.4637003
234677,5/27/15,8.05,7.05,,80,1.91,1,CAS,2006,2000,2,16,San Mateo Co.,"Montara, 134 m E Highway 1, 37 32 46.0 N, 122 30 43.2 W",37.54611111,-122.512
233729,5/27/15,7.3,7.23,,0,0,0,CAS,2006,2000,6,9,Alameda Co.,"W slope of Walpert Ridge, 10S 0588611 E, 4164401 N, 37 37 20.83 N, 121 59 45.13 W",37.62245278,-121.9958694
241797,5/28/15,7,6.06,,0,0,0,CAS,2008,2000,10,4,Contra Costa Co.,"unnamed tributary of Tassajara Creek, 37 44 56.31 N, 121 51 17.97 W",37.748975,-121.8549917
250303,5/28/15,5.29,5.1,,0,0,0,CAS,2012,2010,1,25,Marin Co.,"San Rafael, 8 Park Ridge Rd, 38 01 07.63 N 122 33 07.73 W",38.01878611,-122.5521472
250602,5/28/15,3.86,3.27,,0,0,0,CAS,2012,2010,2,12,Mendocino Co.,"Hwy 128, milepost 32, 77, 38 57 35.1 N, 123 20 21.6 W",38.95975,-123.3393333
250601,5/28/15,5.35,4.98,,112,2.05,1,CAS,2012,2010,2,12,Mendocino Co.,"Hwy 128, milepost 32. 77, 38 57 35.1 N, 123 20 21.6 W",38.95975,-123.3393333
252799,5/29/15,4.22,3.69,,0,0,0,CAS,2012,2010,11,17,Marin Co.,"San Rafael (Terra Linda), 8 Park Ridge Rd, 38 01 06 N, 122 33 06 W",38.01833333,-122.5516667
252798,5/29/15,5.12,4.67,,0,0,0,CAS,2012,2010,11,17,Marin Co.,"San Rafael (Terra Linda), 8 Park Ridge Rd, 38 01 06 N, 122 33 06 W",38.01833333,-122.5516667
252784,5/29/15,4.94,2.03,tail broken,0,0,0,CAS,2013,2010,1,26,Mendocino Co.,"Orr Springs Rd, mile marker 28.26, 39 14 43.28 N, 123 24 45.74 W",39.24535556,-123.4127056
168509,3/4/15,4.42,3.75,MC,0,0,0,MVZ,UNK,,,,,,,
