catalognumber,swabdate,svl,tail,notes,zswab,logZE,BdStatus,status,date,decade,year,month,day,locality,latitude,longitude
105026,10/17/14,2.94,3.54,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105027,9/19/14,2.97,1.03,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105028,9/5/14,3.14,4.21,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105030,10/17/14,2.88,3.63,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105031,10/10/14,2.91,3.44,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105032,10/10/14,2.77,2.41,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105033,7/1/14,2.88,2.56,gr,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105034,10/3/14,2.59,1.19,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105035,10/3/14,2.57,0.94,gr,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105036,10/17/14,2.81,3.67,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105037,7/1/14,2.93,3.56,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105038,10/3/14,2.59,3.23,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105040,10/3/14,2.67,--,"tail br, very short",0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105041,10/10/14,2.68,3.48,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105042,9/19/14,2.61,3.34,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105043,9/19/14,2.61,2.94,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105044,9/5/14,2.55,0.65,lost tail,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105045,10/10/14,2.54,2.98,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105046,10/10/14,2.65,3.61,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105047,10/31/14,2.87,3.47,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105048,10/10/14,2.53,2.69,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105049,10/10/14,2.65,3.03,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105050,10/10/14,2.43,2.31,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105051,9/19/14,2.38,2.31,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105052,10/17/14,2.68,1.5,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105053,10/17/14,2.54,2.96,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105054,10/10/14,2.51,2.5,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105055,9/19/14,2.19,2.03,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105056,10/3/14,2.31,1.63,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105057,10/3/14,2.38,2.05,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105058,6/25/14,2.25,2.15,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105059,10/10/14,2.15,2.24,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105061,10/10/14,1.58,0.08,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105062,9/19/14,1.49,0.98,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Don Dahvee Park,36.589239,-121.895024
105079,6/25/14,3.07,4.04,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,Hwy. 1 along Big Sur River,36.272975,-121.81188
105080,7/1/14,3.75,5.41,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105081,10/31/14,3.43,1.93,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105082,10/10/14,2.84,3.93,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105083,7/1/14,2.55,2.98,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105084,10/17/14,2.55,2.57,,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105085,10/10/14,2.51,0.78,gr,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105086,10/31/14,2.45,0.81,br,0,0,0.000000000,0,5/20/72,1970,1972,5,20,"Palo Colorado Rd., 0.5 mi E Hwy. 1",36.401198,-121.894829
105338,9/19/14,3.97,5.68,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105339,7/1/14,3.42,4.61,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105340,10/17/14,2.9,3.9,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105341,7/1/14,3.37,5.44,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105342,7/1/14,2.59,3.34,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105343,10/3/14,4.26,6.67,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105344,10/31/14,3.19,4.58,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105345,6/25/14,3.08,3.57,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105346,10/31/14,3.47,4.9,losing skin,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105347,7/1/14,3.12,3.88,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Carmel Valley Rd., 1.4 mi E Laureles Rd. (opposite 204 Carmel Valley Rd.)",36.511982,-121.770913
105348,6/25/14,3.3,4.3,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105349,6/25/14,2.5,3.13,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105350,10/10/14,2.75,3.19,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105351,10/10/14,2.84,2.93,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105352,10/17/14,2.64,2.93,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105353,9/5/14,2.76,2.99,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105354,7/1/14,2.35,2.05,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105355,9/19/14,2.46,2.51,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105356,11/7/14,2.8,3.43,in jar 3,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105357,10/17/14,2.89,2.97,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105358,9/19/14,2.88,3.76,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105359,10/17/14,2.5,3,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105360,7/1/14,2.41,2.33,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105361,7/1/14,2.75,3.48,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105362,10/10/14,2.2,2.2,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105363,9/5/14,2.55,3.07,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105364,7/1/14,2.05,2.36,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105365,10/3/14,2.49,2.54,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105366,9/19/14,2.72,3.08,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105367,10/31/14,2.49,3.12,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105368,10/31/14,2.32,2.87,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105369,7/1/14,2.84,3.01,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105370,10/10/14,2.7,2.51,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105372,10/3/14,2.31,2.52,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105373,10/31/14,2.37,2.18,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105374,10/10/14,2.6,2.55,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105375,10/31/14,2.11,2.2,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105376,10/10/14,2.14,2,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105377,6/25/14,2.17,2.17,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105378,10/17/14,2.59,3.36,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105379,10/10/14,2.04,1.93,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105380,9/5/14,2.37,2.28,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105381,10/17/14,2.57,1.84,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105382,10/31/14,2.31,2.49,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105383,10/17/14,2.92,3.58,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105384,10/17/14,3.54,3.97,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105385,6/25/14,2.9,3.49,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105386,10/31/14,2.13,1.81,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105387,10/3/14,2.11,2.28,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105388,7/1/14,2.69,3.66,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105389,7/1/14,2.8,3.65,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105390,10/17/14,2.9,3.49,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105391,6/25/14,1.98,1.18,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105392,6/25/14,1.9,1.82,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105393,10/10/14,3.25,3.21,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105394,7/1/14,3.49,4.19,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105395,9/5/14,3.1,3.79,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105396,9/19/14,2.36,2.51,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105397,10/17/14,2.58,2.85,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105398,6/25/14,2.83,3.4,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105399,7/1/14,2.72,3.26,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105400,9/19/14,2.54,2.74,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105401,7/1/14,2.58,2.89,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105402,10/31/14,2.21,2.37,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105403,7/1/14,3.02,2.19,gr,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105405,9/5/14,2.76,3.66,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105406,10/17/14,2.5,2.79,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105407,10/17/14,3.24,4.7,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105408,9/19/14,3.2,2,br,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105409,7/1/14,2.94,3.58,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105410,7/1/14,2.84,3.99,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105412,9/19/14,3.1,4.06,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105413,7/1/14,2.44,2.85,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105414,10/10/14,2.9,3.51,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105415,10/10/14,3.14,4.2,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105416,10/17/14,2.79,3.38,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105417,10/31/14,2.55,2.37,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105418,10/17/14,4.92,3.54,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105419,9/5/14,3.3,3.6,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105420,7/1/14,3.09,3.75,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105422,11/7/14,3.36,5.23,in jar 3,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105423,10/31/14,2.96,4.1,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105424,10/31/14,3.44,3.76,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105425,7/1/14,3,3.99,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105426,6/25/14,2.65,3.3,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105427,6/25/14,3.39,4.03,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105428,7/1/14,3.45,3.46,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105429,9/5/14,3.43,2.28,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105430,10/17/14,3.43,4.84,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105431,7/1/14,2.9,4,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105432,10/3/14,3.36,5.16,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105433,7/1/14,3.37,4.72,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105434,9/5/14,2.52,3.03,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105435,7/1/14,3.12,3.33,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105436,10/10/14,3.5,5.61,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105437,7/1/14,2.5,2.45,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105438,9/5/14,3.74,3.95,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105439,9/5/14,3.43,4.11,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105440,9/5/14,3.35,2.78,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"opposite 204 Carmel Valley Rd., 1.4 mi E junction with Laureles Rd.",36.4881,-121.7394
105441,7/1/14,3.48,4.61,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105442,9/5/14,2.89,3.05,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105443,10/31/14,3.01,3.96,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105444,9/5/14,2.77,3.59,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105445,10/3/14,3.3,4.41,has eggs,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105446,6/25/14,3.21,4.05,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105447,10/17/14,2.94,3.18,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105448,6/25/14,3.34,3.48,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105449,7/1/14,2.95,2.74,"br, has eggs",0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105450,10/31/14,2.9,3.29,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105451,6/25/14,3.21,4.65,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105452,9/5/14,3.11,3.69,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105453,9/5/14,2.78,3.33,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105454,10/3/14,2.49,2.02,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105455,10/17/14,2.88,3.49,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105456,10/10/14,2.47,2.35,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105457,9/19/14,3.27,4.28,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105458,9/5/14,2.84,1.59,lost tail,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
105459,9/5/14,3.08,3.72,,0,0,0.000000000,0,10/15/72,1970,1972,10,15,"Don Dahvee Park, Monterey",36.5902778,-121.8925
